noxchi,russian
мм дош дацар хьун оц лерг юххе т1ар ца тоьхч,"Эх, тебе бы оплеуху влепить)"
Настройкаш гайта,Покажи настройки
1960,Цхьа эзар исс б1аь кхуз ткъе
Кхетта ваша,Понял брат
Медленно,Меллиш
Хьун иштта моьтта,тебе так кажется
Цкъа а синца г1ора ма делаш,Не когда не замерзайте душой
Бурч буй шуьгахь?,У вас есть перец?
Хьа вол ас хьалг1ат во хьо,"Иди сюда, я подниму тебя"
"Диц ца дина, диц дира дац, диц дан аьтто а бац","не забыли, не забудем, не можем забыть"
Суьйран ловзи вайш?,Давай вечером поиграем
Ч1ог1а дик ду,Очень хорошо
Д1асдоьвла,Разошлись
Деш юккъахь,в слове
Х1умма оли ахь?,Скажешь что-нибудь?
Суна нохчий стаге маре ягIа лаьа,Хочу замуж за чеченца
Хьо 1овдал ву,Ты дурак
К1оьвлан йо1,Покрытая девушка
Хьен вуъ хьажи давигайш из,Узнайте чей он и заберите его
Хьо меч яхнера хьо ма да ейнир хьо меч яхи,"Куда ты ходила, что-то ты пропала, куда ушла ?"
аьтто хуьлда хьан,пусть удача будет с тобой
Хьан г1айг1а сайна т1е оьца аса,Я заберу твою боль
Ахча-м долш дар,Деньги не проблема
Ала ца аьл соьг,и мне не сказал(а)
"Сурт дик даьлла хьун, ваша","Отличное фото, вацок"
сом д1а вуьжш вацун,Я не собираюсь идти спать
Эсалчу пардоно хьулдина дегнаш,Скромной занавесью скрыты сердца
Сий дахарел деза ду,Честь дороже жизни
Хьанах ца кхет хьо? Суна ца лаьъ хьо вовзийл!?,Что не понятного? Я не хочу с тобой знакомиться!
Нохчийн мотта-ъ ца буьйц,На чеченском тоже не разговариваю
"Ламаз деш вуй хьо, ваша?",Читаешь намаз брат?
Массарна йиц йелла,Забытая всеми
Хьо ваьлли балхар?,ты закончил на работе
"Дела реза хуьлда хьуна, хьоме ваша (йиш)","спасибо тебе, дорогой человек"
"Даша, хьо хаз ю",Даша ты красивая
оьши из?,он/она нужен?
со аварк ю,Я аварка
