noxchi,russian
Хьо сан седа ю,Ты моя звезда 
Хьо сан седа ву,Ты моя звезда
Хьаст меги,"Можно поласкать, побаловать"
Хьа машен ю из?,Твоя машина?
"Буьйса декъал йойла, дукха везаш волу ваша",Спокойной ночи любимый брат
Къайле х1ум ду х1ар массарна,Это для всех секрет
Сун ца хаар и хьо юй,"Я не знал, что это ты"
"Маршалла ду хьоьга, ваша. Т1едиллина телефон эца",Привет брат возьми телефон в расрочку
Цхьа борз ю хьо,Ты волк
Муха ю жималла?,Как жизнь молодая?
И хумш язуш верг юкъар кхос,"Выкиньте того, кто это пишет"
Хьо х1ун деш ву?,ты чем занимаешься
Хьо ма къена ву,Ты такой старый
Ахь Ху бохара,Что ты говорил?
Д1аял д1а яло д1а йиж,Отстань и иди спать
Къамелан реза вара,Был рад общению
Вайн меттан хазна,Кладезь нашего языка
Мичар ву хьо?,От куда ты
нохчи боцуш яцкх метиг,"Нет места, где не было бы чеченцев"
"алелай,хуаш далар хьун сун хьо мел ч1ог1 вез, ну хьун ца хаъ, цундел соьг ревновать ма дайтал.","Алелай, знал бы ты, как я тебя люблю, но ты не знаешь, поэтому не давай повода мне ревновать."
Со нохчийн мотт 1амо г1ерташ ю,Я пытаюсь учить чеченский
Iодикайойла,Счастливо оставаться
Вехар Ву со,Буду жить
Хьо газа ю,Ты козёл
Артем 1овдал ву,Артем дибил
Д1авиж валу,Иди поспи
Хьо муха ехар ю?,Как ты будешь жить?
Сун еза хьо чог1а,Люблю тебя очень
"зезаг дьа дин чун дац, зезаг хьадакхан чун ду","цветок принадлежит не тому, кто его вырастил, а тому, кто его сорвал"
Са йиш хьо йовза мегар дари?,"Можно с тобой познакомиться, сестра?"
Дукх 1инай хьо забарех кхета?,Долго понимала прикол?
Ц1е таса хьайх,Сожги себя
Суна хьо даимна а везар ву,Я буду тебя всегда любить.
Хьо Асхьаби ци гергарло лелош вац?,А че вы с асхаб больше не друзья?
Д1ахеца со,Отпустите меня
Эран ма яйа хан,Не трать время впустую
Дала геш дойла хьуна Хизар,"Да простит тебя всевышний, Хизир"
номер ло хьай,Дай свой номер телефона.
"Привет, хьо нохчи ялахь цхьа х1ум эр дар ас. Са ц1е Макка ю.","Привет. Если ты чеченка, я тебе кое-что сказала бы. Меня зовут Макка."
Кхети хьо?,Ты понимаешь?
Сан  са  ду хьо,Ты моя душа.
